address1	address2	zipCode	city	country	geoCoords
8 Rue Eugene Pottier			Villeurbanne		45.78470690,4.89563590
12 Rue Robert Desnos			Villeurbanne		45.77249010,4.88068490
14 Boulevard de Villeurbanne			Villeurbanne		45.76017950,4.89241870
4 Impasse Chevreul			Villeurbanne		45.76390360,4.89971960
9 Rue de Milan			Villeurbanne		45.77387620,4.86923890
9 Rue Decomberousse			Villeurbanne		45.76238930,4.91483830
17 Place Marengo			Villeurbanne		45.75945620,4.87543030
17 Boulevard du 11 Novembre 1918			Villeurbanne		45.77946460,4.86205050
20 Allée du Caporal Maupas			Villeurbanne		45.75344700,4.91467100
5 Rue de la Liberté			Villeurbanne		45.76501380,4.90176740
18 Rue Gervais Bussiere			Villeurbanne		45.77428390,4.86971620
14 Rue Clos Mon Desir			Villeurbanne		45.77835330,4.90569220
16 Place Charles Hernu			Villeurbanne		45.77053200,4.86322960
20 Rue Bernard Lecache			Villeurbanne		45.76450800,4.91129600
5 Rue des Pres			Villeurbanne		45.76383710,4.88117890
17 Rue des Fleurs			Villeurbanne		45.75399680,4.89547690
16 Rue Antoine Primat			Villeurbanne		45.75814290,4.89349510
1 Rue Georges Melies			Villeurbanne		45.77665780,4.86100040
9 Rue Michel Dupeuble			Villeurbanne		45.77625250,4.89169380
4 Rue Docteur Frappaz			Villeurbanne		45.76067970,4.89305730
11 Rue Bat Yam			Villeurbanne		45.77294530,4.86466260
10 Rue Michel Servet			Villeurbanne		45.76882820,4.87882290
19 Rue Max Linder			Villeurbanne		
17 Avenue du Commandant l'Herminier			Villeurbanne		45.77025790,4.88496590
15 Rue de la Famille			Villeurbanne		45.77402840,4.88025320
15 Rue Louis Bocquet			Villeurbanne		45.75666680,4.90300170
5 Rue Geoffray			Villeurbanne		45.77410470,4.88121180
1 Rue Chambfort			Villeurbanne		45.76708570,4.90087870
20 Rue Michel Dupeuble			Villeurbanne		45.77519900,4.89025360
4 Rue Monge			Villeurbanne		45.75299850,4.90887120
2 Rue de Bel Air			Villeurbanne		45.75813570,4.91027350
1 Place Jules Grandclement			Villeurbanne		45.75982830,4.89009460
7 Impasse Metral			Villeurbanne		45.77242880,4.87096300
10 Avenue Antoine de Saint Exupery			Villeurbanne		45.75927840,4.87654210
16 Rue du Pont des Planches			Villeurbanne		45.77027130,4.90768590
9 Rue Montgolfier			Villeurbanne		45.77457240,4.89045150
15 Rue Etienne Gagnaire			Villeurbanne		45.76673060,4.91004920
18 Rue des Roses			Villeurbanne		45.75454220,4.90658480
8 Rue du Caporal Morange			Villeurbanne		45.75175400,4.91669540
12 Rue des Muriers			Villeurbanne		45.76250220,4.88178000
7 Cours de la République			Villeurbanne		45.77101610,4.87395840
7 Rue des Acacias			Villeurbanne		45.78186770,4.90422430
7 Rue Frédéric Passy			Villeurbanne		45.76059840,4.87628520
4 Rue du Nord			Villeurbanne		45.76364830,4.88092230
9 Rue Poizat			Villeurbanne		45.75880860,4.89327690
16 Rue Colonel Klobb			Villeurbanne		45.77487200,4.88222100
8 Rue de l'Amitie			Villeurbanne		45.75531410,4.89000770
9 Rue Damon			Villeurbanne		45.76624990,4.87124480
19 Rue Antoine Bernoux			Villeurbanne		45.76975200,4.88753040
14 Rue Colonel Klobb			Villeurbanne		45.77473870,4.88198250
2 Rue Faillebin			Villeurbanne		45.76502050,4.89472920
17 Place Jean Chorel			Villeurbanne		45.77399380,4.86511720
8 Rue Jean Pierre Bredy			Villeurbanne		45.78257540,4.88630320
19 Rue Etienne Gagnaire			Villeurbanne		45.77304670,4.86555030
14 Rue Jean Voillot			Villeurbanne		45.75520260,4.91029000
11 Avenue Henri Barbusse			Villeurbanne		45.76876330,4.87978390
16 Rue Antoine Primat			Villeurbanne		45.75814290,4.89349510
20 Rue Baudelaire			Villeurbanne		45.76268070,4.87934300
1 Rue Combet			Villeurbanne		45.75448290,4.90673210
18 Petite Rue de la Rize			Villeurbanne		45.76005000,4.88593980
19 Place Albert Thomas			Villeurbanne		45.79187340,4.84053800
12 Rue Baudelaire			Villeurbanne		45.76334850,4.87917370
7 Rue de la Soie			Villeurbanne		45.76273840,4.91604070
5 Rue du Luxembourg			Villeurbanne		45.74957320,4.91442640
2 Rue Jean Baptiste Durand			Villeurbanne		45.75526660,4.90384500
17 Rue Douaumont			Villeurbanne		45.78248320,4.89899610
10 Rue Racine			Villeurbanne		45.76812490,4.87786920
16 Rue René Prolongee			Villeurbanne		45.77850580,4.89348610
20 Impasse Amblard			Villeurbanne		45.75436130,4.88782490
2 Rue de la Cooperative			Villeurbanne		45.77075180,4.89649090
6 Rue Charrin			Villeurbanne		45.75613800,4.88861470
9 Rue Phelypeaux			Villeurbanne		45.77745040,4.86394470
9 Rue Michel Dupeuble			Villeurbanne		45.77625250,4.89169380
15 Rue de la Prairie			Villeurbanne		45.78303180,4.89994950
17 Rue Antoine Bernoux			Villeurbanne		45.76975200,4.88753040
17 Rue du 4 Septembre 1797			Villeurbanne		45.76137400,4.87176640
9 Rue Basile			Villeurbanne		45.77922100,4.88259900
17 Place de Croix Luizet			Villeurbanne		45.78059220,4.88294360
12 Rue Marguerite			Villeurbanne		45.77791450,4.86887860
13 Impasse Frédéric Fays			Villeurbanne		45.76389040,4.90454190
3 Place Jean Chorel			Villeurbanne		45.77399380,4.86511720
7 Rue Bat Yam			Villeurbanne		45.77342640,4.86470000
9 Rue du Boucheret			Villeurbanne		45.76725030,4.89580560
5 Impasse du Reve			Villeurbanne		45.78336190,4.90389650
8 Rue du Tonkin			Villeurbanne		45.77823440,4.86481540
12 Rue de Delle			Villeurbanne		45.75951400,4.90388560
1 Rue Jubin			Villeurbanne		45.77121280,4.86705400
16 Impasse Richelieu			Villeurbanne		45.76117210,4.87775660
6 Rue Octavie			Villeurbanne		45.78144550,4.88748790
20 Rue Alexandre Dumas			Villeurbanne		45.77642720,4.88995210
20 Rue Monge			Villeurbanne		45.75215030,4.90917020
18 Allée du Couchant			Villeurbanne		45.75970400,4.87817420
8 Impasse Frédéric Fays			Villeurbanne		45.76446730,4.90306590
17 Rue d'Inkermann			Villeurbanne		45.76905400,4.86591100
17 Rue du Foyer			Villeurbanne		45.77474780,4.88002420
19 Rue Wilhelmine			Villeurbanne		45.78170970,4.88116120
10 Impasse des Lilas			Villeurbanne		45.76902690,4.89072740
20 Rue Pierre Loti			Villeurbanne		45.76843570,4.88694180
5 Rue Hector Berlioz			Villeurbanne		45.77279780,4.86920640
6 Rue Michel Dupeuble			Villeurbanne		45.77500160,4.88907730
12 Rue Flachet			Villeurbanne		45.77099070,4.88991400
13 Rue George Sand			Villeurbanne		45.75490330,4.88621650
17 Rue Pelisson			Villeurbanne		45.77379190,4.88630490
1 Impasse Richelieu			Villeurbanne		45.76041270,4.87757120
6 Impasse du Reve			Villeurbanne		45.78287820,4.90383860
7 Rue Florian			Villeurbanne		45.76143920,4.88079470
16 Rue Son Tay			Villeurbanne		45.77312690,4.86446370
1 Rue Berthelot			Villeurbanne		45.75975560,4.89696140
18 Impasse Alexandre Dumas			Villeurbanne		45.77647440,4.88971500
11 Rue Viret			Villeurbanne		45.77388980,4.87560020
9 Rue Aynes			Villeurbanne		45.75564040,4.88908930
5 Rue Benjamin Constant			Villeurbanne		45.77380750,4.88210100
9 Rue Prisca			Villeurbanne		45.78089940,4.88177920
12 Rue Jean Baptiste Clement			Villeurbanne		45.78214830,4.87962080
6 Rue des Acacias			Villeurbanne		45.78089320,4.90478860
4 Impasse Baconnier			Villeurbanne		45.75254470,4.91072460
15 Impasse du Boucheret			Villeurbanne		45.76725310,4.89592210
13 Rue Jacques Brel			Villeurbanne		45.77396450,4.86480560
3 Rue de Verdun			Villeurbanne		45.78339770,4.89743130
6 Rue Louis Bocquet			Villeurbanne		45.75627040,4.90265560
7 Rue Daniel Llacer			Villeurbanne		45.77849980,4.88788470
15 Place du Commandant Rivière			Villeurbanne		45.77635960,4.86185360
3 Rue Charles Gounod			Villeurbanne		45.77533960,4.88183020
1 Rue des Muriers			Villeurbanne		45.76254740,4.88069350
6 Avenue Antoine de Saint Exupery			Villeurbanne		45.75928960,4.87651490
4 Allée du Caporal Maupas			Villeurbanne		45.75334010,4.91415910
9 Rue Sully Prudhomme			Villeurbanne		45.76627650,4.87875010
17 Rue des Bons Amis			Villeurbanne		45.78514090,4.90260860
15 Avenue Piaton			Villeurbanne		45.77426620,4.86736690
7 Rue du Canada			Villeurbanne		45.78231470,4.88074050
4 Rue Clos Mon Desir			Villeurbanne		45.77829810,4.90465470
8 Rue du Docteur Rollet			Villeurbanne		45.76817570,4.88425600
1 Impasse Richelieu			Villeurbanne		45.76041270,4.87757120
7 Impasse des Bienvenus			Villeurbanne		45.77750040,4.88419640
8 Rue Francis Chirat			Villeurbanne		45.75865950,4.88890880
5 Avenue Piaton			Villeurbanne		45.77442640,4.86586290
17 Rue Racine			Villeurbanne		45.76826930,4.87795120
18 Cours Émile Zola			Villeurbanne		45.77049030,4.86412540
15 Rue Faillebin			Villeurbanne		45.76398710,4.89510950
20 Rue de la Ligne de l'Est			Villeurbanne		45.75791260,4.90734550
17 Rue Pelisson			Villeurbanne		45.77379190,4.88630490
16 Rue du Docteur Ollier			Villeurbanne		45.76779340,4.88235620
12 Rue Billon			Villeurbanne		45.77398670,4.87881220
16 Rue Pascal			Villeurbanne		45.76038970,4.87465150
1 Rue Jean Zuber			Villeurbanne		45.77570340,4.89663710
